Interval,LA_X,LA_Y,LA_Z,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Lat,Long,Height,V,Dir,Hor_Acc,Vert_Acc
40.0,1.4786804186308,0.0830529850324,0.479505203712,-0.935127052165,9.38760495437,0.5135220301368001,-0.7203487458785,0.14125237480369,0.7182064933641,52.374185,4.899901667,11.54749085,1.000105262,34.0,2.0,21.5
40.25,-0.5668411713770588,-0.1315455585398039,-0.2591390401902352,-2.533048642456436,9.407629140633665,0.6027876497015842,-0.5713696757878416,0.3982544531446534,0.3849006166111881,52.374185,4.899901667,11.54749085,1.000105262,34.0,2.0,21.5
40.5,1.0337463634458,2.0096511349864,0.8823911047031401,-1.3745070548181,11.30285151463,0.6464655267934001,1.4644478672463002,0.3311838748633999,-0.9517241160786,52.374185,4.899901667,11.54749085,1.000105262,34.0,2.0,21.5
40.75,0.7346714399424,-2.588102168438,1.2347064044928,-2.19552310640166,5.740726759409999,-2.85873914087,0.04219737276768,0.9009659934422,-0.07587800060041,52.37419667,4.899915,10.44751508,1.000620008,34.0,2.0,22.20000076
41.0,0.0587499374159999,2.4322674956524,0.263328476242,-2.7120179708465346,10.51065345519802,-3.821854620260396,-0.2800289563808911,-0.1820540817199901,0.0986419523977227,52.37419667,4.899915,10.44751508,1.000620008,34.0,2.0,22.20000076
41.25,-0.10056860477472,-0.94333279391006,-0.911129500908,-1.6340415658762,8.67967987996,-0.4074540245266,-1.161935490972,-0.61289662280771,0.5074134979572,52.37419667,4.899915,10.44751508,1.000620008,34.0,2.0,22.20000076
41.5,-0.1217041784549804,1.3030872696662743,1.213235945889902,-2.9856952007461386,10.548922755861389,2.791871414868119,0.3073996234613861,0.199170791609099,-0.1724699249094356,52.37419667,4.899915,10.44751508,1.000620008,34.0,2.0,22.20000076
41.75,1.278136468534,0.1904245568138,0.4860306306679999,-1.7695575807698,8.82639039525,-2.3647696184878,1.36411136511,0.6105948727058,-0.8813873660689999,52.37420833,4.899926667,9.647538342,0.9856930375,34.0,2.0,23.20000076
42.0,-1.1253513968182,-0.272021834978,-0.45608407974,-3.6770506713572,7.9168923449,-4.82892771485,-0.3451483744663,-0.11916162665504,0.2316723715018,52.37420833,4.899926667,9.647538342,0.9856930375,34.0,2.0,23.20000076
42.25,1.5753219568667998,0.581971288874,0.9046582215094,-0.0750846643168316,9.962088529455444,0.4203341741930693,-1.0637503660554457,-0.8743761082312871,0.5552399721643565,52.37420833,4.899926667,9.647538342,0.9856930375,34.0,2.0,23.20000076
42.5,-0.7513753811664,0.3779717156179999,-0.7774984808898,-3.053613142393,9.76200795179,0.75186453699252,-0.769320748092148,-0.26577924761153,0.4209768728374999,52.37420833,4.899926667,9.647538342,0.9856930375,34.0,2.0,23.20000076
42.75,0.5890755930862744,2.012936335620196,0.9636230704962744,-1.800808008767525,11.363020339831683,1.1340713313534654,1.5710123637865343,0.0615509912680792,-0.939172645617822,52.37421833,4.899938333,8.747559248,0.9651041627,34.0,2.0,22.79999924
